permno,ticker,name,weight,sector,MLScore,alt_alpha_score,SUEScore,ValueScore,RevMomScore,IntegratedScore,FinalScore,current_price
20618,CRS,CARPENTER TECHNOLOGY CORP,0.009471153846153848,Manufacturing,0.008204319155000651,0.9387471525251616,0.7146443514644352,0.1469100881878175,1.2353768090955732,0.6768572771715085,0.7768199233716475,537.5700073242188
18091,CW,CURTISS WRIGHT CORP,0.009471153846153848,Manufacturing,0.008204319155000651,0.2566493559738017,0.7376569037656904,0.24129174975074777,1.2353768090955732,0.7131095963279314,0.7765325670498084,705.9600219726562
78170,SM,S M ENERGY CO,0.009471153846153848,Energy,0.00823324424155374,0.32752934802164996,0.6368200836820084,0.7469230769230769,1.2353768090955732,0.7840571770749885,0.7760536398467432,32.5099983215332
14795,TKR,TIMKEN CO,0.009471153846153848,Manufacturing,0.008204319155000651,0.9308085185121148,0.6179916317991632,0.5571644441674976,1.2353768090955732,0.7262618703505288,0.7754789272030651,128.5399932861328
24688,BTSG,BRIGHTSPRING HEALTH SERVICES INC,0.009471153846153848,Other,0.008204319155000651,1.3862427733385774,0.6414225941422594,0.3942268369849362,1.2353768090955732,0.6984144978435914,0.7740421455938697,57.88999938964844
76504,CATY,CATHAY GENERAL BANCORP,0.009471153846153848,Finance,0.008996919409058253,0.19671103172333618,0.8468619246861925,0.7610189294791548,0.0,0.6560287909471946,0.7739463601532567,63.70000076293945
77520,AGCO,A G C O CORP,0.009471153846153848,Manufacturing,0.010960112132251308,-0.2955633951755616,0.9569037656903766,0.8389077558989698,-0.0809270904354052,0.7198385920173686,0.7721264367816093,101.43000030517578
12872,MPC,MARATHON PETROLEUM CORP,0.009471153846153848,Energy,0.008204319155000651,0.41758388383767403,0.6443514644351465,0.5543589743589744,1.2353768090955732,0.7400584108481889,0.771647509578544,336.4200134277344
15400,ENR,ENERGIZER HOLDINGS INC NEW,0.009471153846153848,Business Equipment,0.010912983957076348,-0.20792522309870787,0.9251046025104602,0.8007303452171097,0.0,0.7089901176850306,0.7699233716475096,22.3799991607666
79824,FFIN,FIRST FINANCIAL BANKSHARES INC,0.009471153846153848,Finance,0.008204319155000651,-0.05121464045233472,0.7506276150627615,0.413298433291605,1.2353768090955732,0.7632451584265347,0.7699233716475096,34.79999923706055
87657,EW,EDWARDS LIFESCIENCES CORP,0.009471153846153848,Healthcare,0.008204319155000651,-0.23147087079342588,0.8317991631799163,0.3757710903830011,1.2353768090955732,0.7985076741638188,0.7657088122605363,93.66000366210938
17987,VRT,VERTIV HOLDINGS CO,0.009471153846153848,Business Equipment,0.008204319155000651,1.4075120758706912,0.6527196652719666,0.26727542332189064,1.2353768090955732,0.672890033549169,0.7628352490421456,281.80999755859375
62148,CSX,C S X CORP,0.009471153846153848,Other,0.008204319155000651,0.8599905049146702,0.8602510460251046,0.5160224051461251,-0.0809270904354052,0.5859582585132578,0.7618773946360152,49.939998626708984
18911,DDOG,DATADOG INC,0.009471153846153848,Other,0.008462005480847551,2.235785014935426,0.8732217573221758,0.30505072670810607,0.0,0.5565346482042233,0.7613984674329503,246.77999877929688
77702,SBUX,STARBUCKS CORP,0.009471153846153848,Shops,0.008204319155000651,-0.007114717543195028,0.7543933054393306,0.18851641565595986,1.2353768090955732,0.7091207837247364,0.7579501915708812,106.66000366210938
15084,TFIN,TRIUMPH FINANCIAL INC,0.009471153846153848,Other,0.008395601186449508,0.13789295437500051,0.8744769874476988,0.6221613636121215,-0.0809270904354052,0.6203172659121836,0.7576628352490422,76.33999633789062
16932,ROKU,ROKU INC,0.009471153846153848,Other,0.008204319155000651,0.503572702115043,0.895397489539749,0.34566100334843464,0.0,0.5788838700839707,0.75727969348659,150.91000366210938
89875,ANIP,A N I PHARMACEUTICALS INC,0.009471153846153848,Healthcare,0.009401745095199691,-0.34780861473104807,0.7631799163179916,0.7486557210990586,1.2353768090955732,0.8539882460687747,0.7557471264367817,74.52999877929688
91413,EVR,EVERCORE INC,0.009471153846153848,Finance,0.008204319155000651,-0.16239075187095145,0.7665271966527196,0.4471188498160161,1.2353768090955732,0.7804450324321144,0.7540229885057471,303.05999755859375
90175,XPO,X P O INC,0.009471153846153848,Other,0.008204319155000651,0.5007290881286043,0.6435146443514644,0.39703432375901476,1.2353768090955732,0.7002669971521738,0.753448275862069,203.39999389648438
15429,LNTH,LANTHEUS HOLDINGS INC,0.009471153846153848,Other,0.008114883737896834,0.8994640244545741,0.7765690376569038,0.71144001432701,0.0,0.6049729742930496,0.7528735632183908,100.68000030517578
64450,NJR,NEW JERSEY RES,0.009471153846153848,Utilities,0.009376232948437353,-0.07969368444373422,0.8619246861924686,0.7369959088252483,0.0,0.6583075546121698,0.7522988505747126,54.7400016784668
82575,BANR,BANNER CORP,0.009471153846153848,Finance,0.009401745095199691,-0.18531543767610897,0.8853556485355648,0.8319441599332347,0.0,0.6949316466778693,0.7521072796934866,72.76000213623047
14543,BLBD,BLUE BIRD CORP,0.009471153846153848,Other,0.00823324424155374,0.6870903562339221,0.5405857740585774,0.7957678483791965,1.2353768090955732,0.7433394996461313,0.7519157088122606,66.18000030517578
16044,NGVT,INGEVITY CORP,0.009471153846153848,Chemicals,0.009497837648265742,-0.21912901191051454,0.9389121338912134,0.7003319108582265,-0.0809270904354052,0.675299233267643,0.7494252873563217,77.79000091552734
34833,OXY,OCCIDENTAL PETROLEUM CORP,0.009471153846153848,Energy,0.00899299603764321,-0.12959495136042995,0.6836820083682008,0.7238461538461539,1.2353768090955732,0.8040620048831637,0.7475095785440613,59.060001373291016
91463,CVLT,COMMVAULT SYSTEMS INC,0.009471153846153848,Business Equipment,0.008204319155000651,0.4930414833220809,0.8631799163179916,0.42772463364731506,0.0,0.5816801123867241,0.7469348659003832,139.42999267578125
